0.000000e+00 0.000000e+00 0.000000e+00
2.000000e-10 4.084071e-33 2.485532e-04
4.000000e-10 9.071812e-33 5.341603e-04
6.000000e-10 1.606685e-32 8.993993e-04
8.000000e-10 2.661696e-32 1.398720e-03
1.000000e-09 4.305654e-32 2.106560e-03
1.200000e-09 6.902317e-32 3.128444e-03
1.400000e-09 1.102624e-31 4.616715e-03
1.600000e-09 1.758993e-31 6.793244e-03
1.800000e-09 2.804571e-31 9.982509e-03
2.000000e-09 4.470714e-31 1.465997e-02
2.200000e-09 7.126088e-31 2.152294e-02
2.400000e-09 1.135825e-30 3.159456e-02
2.600000e-09 1.810364e-30 4.637633e-02
2.800000e-09 2.885482e-30 6.807192e-02
3.000000e-09 4.521181e-30 9.846831e-02
3.200000e-09 5.920366e-30 1.175005e-01
3.400000e-09 7.111841e-30 1.246991e-01
3.600000e-09 8.053805e-30 1.193393e-01
3.800000e-09 8.713212e-30 1.019608e-01
4.000000e-09 9.066930e-30 7.431395e-02
4.200000e-09 9.102549e-30 3.918294e-02
4.400000e-09 8.818824e-30 1.058468e-04
4.600000e-09 8.225710e-30 -3.898191e-02
4.800000e-09 7.344016e-30 -7.414384e-02
5.000000e-09 6.204676e-30 -1.018389e-01
5.200000e-09 4.847662e-30 -1.192778e-01
5.400000e-09 3.320583e-30 -1.247046e-01
5.600000e-09 1.677012e-30 -1.175726e-01
5.800000e-09 -2.539135e-32 -9.860007e-02
6.000000e-09 -1.811980e-30 -6.825270e-02
6.200000e-09 -4.084587e-30 -4.663567e-02
6.400000e-09 -7.261007e-30 -3.197133e-02
6.600000e-09 -1.204410e-29 -2.207343e-02
6.800000e-09 -1.949224e-29 -1.546637e-02
7.000000e-09 -3.125352e-29 -1.116513e-02
7.200000e-09 -4.993042e-29 -8.528448e-03
7.400000e-09 -7.965567e-29 -7.163241e-03
7.600000e-09 -1.270068e-28 -6.865977e-03
7.800000e-09 -2.024613e-28 -7.592338e-03
8.000000e-09 -3.227156e-28 -9.450617e-03
8.200000e-09 -5.143792e-28 -1.271786e-02
8.400000e-09 -8.198625e-28 -1.788118e-02
8.600000e-09 -1.306762e-27 -2.571035e-02
8.800000e-09 -2.082817e-27 -3.737263e-02
9.000000e-09 -3.263528e-27 -5.382335e-02
9.200000e-09 -4.273535e-27 -6.407045e-02
9.400000e-09 -5.133636e-27 -6.786540e-02
9.600000e-09 -5.813660e-27 -6.482604e-02
9.800000e-09 -6.289756e-27 -5.525845e-02
1.000000e-08 -6.545224e-27 -4.012615e-02
1.020000e-08 -6.571104e-27 -2.095301e-02
1.040000e-08 -6.366491e-27 3.301628e-04
1.060000e-08 -5.938562e-27 2.158009e-02
1.080000e-08 -5.302330e-27 4.065684e-02
1.100000e-08 -4.480112e-27 5.563935e-02
1.120000e-08 -3.500749e-27 6.501885e-02
1.140000e-08 -2.398595e-27 6.785082e-02
1.160000e-08 -1.212308e-27 6.385009e-02
1.180000e-08 1.650105e-29 5.341956e-02
1.200000e-08 1.306143e-27 3.681910e-02
1.220000e-08 2.946220e-27 2.491757e-02
1.240000e-08 5.238238e-27 1.673105e-02
1.260000e-08 8.689379e-27 1.103899e-02
1.280000e-08 1.406331e-26 6.992759e-03
1.300000e-08 2.254920e-26 3.989098e-03
1.320000e-08 3.602481e-26 1.580183e-03
1.340000e-08 5.747205e-26 -5.931380e-04
1.360000e-08 9.163682e-26 -2.854892e-03
1.380000e-08 1.460792e-25 -5.542291e-03
1.400000e-08 2.328463e-25 -9.056011e-03
1.420000e-08 3.711383e-25 -1.391993e-02
1.440000e-08 5.915569e-25 -2.085922e-02
1.460000e-08 9.428770e-25 -3.090851e-02
1.480000e-08 1.502840e-24 -4.556608e-02
1.500000e-08 2.354788e-24 -6.604227e-02
1.520000e-08 3.083580e-24 -7.889306e-02
1.540000e-08 3.704225e-24 -8.379948e-02
1.560000e-08 4.194958e-24 -8.026748e-02
1.580000e-08 4.538567e-24 -6.865275e-02
1.600000e-08 4.723004e-24 -5.012486e-02
1.620000e-08 4.741801e-24 -2.654955e-02
1.640000e-08 4.594299e-24 -3.007782e-04
1.660000e-08 4.285673e-24 2.597828e-02
1.680000e-08 3.826747e-24 4.964142e-02
1.700000e-08 3.233616e-24 6.830585e-02
1.720000e-08 2.527083e-24 8.009215e-02
1.740000e-08 1.731926e-24 8.381350e-02
1.760000e-08 8.760317e-25 7.909520e-02
1.780000e-08 -1.058469e-26 6.641237e-02
1.800000e-08 -9.411422e-25 4.607362e-02
1.820000e-08 -2.124275e-24 3.163586e-02
1.840000e-08 -3.777483e-24 2.191497e-02
1.860000e-08 -6.266601e-24 1.546158e-02
1.880000e-08 -1.014244e-23 1.131350e-02
1.900000e-08 -1.626269e-23 8.852245e-03
1.920000e-08 -2.598167e-23 7.710859e-03
1.940000e-08 -4.145010e-23 7.719162e-03
1.960000e-08 -6.609098e-23 8.878391e-03
1.980000e-08 -1.053571e-22 1.136139e-02
2.000000e-08 -1.679375e-22 1.553838e-02
2.020000e-08 -2.676808e-22 2.203215e-02
2.040000e-08 -4.266591e-22 3.181093e-02
2.060000e-08 -6.800527e-22 4.633275e-02
2.080000e-08 -1.083935e-21 6.776285e-02
2.100000e-08 -1.698421e-21 9.786315e-02
2.120000e-08 -2.224089e-21 1.166761e-01
2.140000e-08 -2.671768e-21 1.237407e-01
2.160000e-08 -3.025760e-21 1.183456e-01
2.180000e-08 -3.273654e-21 1.010342e-01
2.200000e-08 -3.406756e-21 7.354948e-02
2.220000e-08 -3.420402e-21 3.865903e-02
2.240000e-08 -3.314113e-21 -1.240302e-04
2.260000e-08 -3.091616e-21 -3.889460e-02
2.280000e-08 -2.760715e-21 -7.374886e-02
2.300000e-08 -2.333012e-21 -1.011773e-01
2.320000e-08 -1.823505e-21 -1.184183e-01
2.340000e-08 -1.250060e-21 -1.237357e-01
2.360000e-08 -6.327831e-22 -1.165943e-01
2.380000e-08 6.680885e-24 -9.771303e-02
2.400000e-08 6.778722e-22 -6.755716e-02
2.420000e-08 1.531034e-21 -4.603842e-02
2.440000e-08 2.723005e-21 -3.138427e-02
2.460000e-08 4.517561e-21 -2.140968e-02
2.480000e-08 7.311831e-21 -1.462741e-02
2.500000e-08 1.172417e-20 -1.002617e-02
2.520000e-08 1.873101e-20 -6.919894e-03
